Index;tmsp;country;amount;success;PSP;3D_secured;card
9978;43475,97735;Switzerland;362;0;UK_Card;0;Visa
9979;43475,97829;Switzerland;339;0;UK_Card;1;Visa
9980;43475,97921;Austria;140;0;Moneycard;1;Master
9981;43475,98183;Germany;156;0;Simplecard;0;Master
9982;43475,98234;Germany;156;1;UK_Card;0;Master
9983;43475,98536;Austria;83;0;UK_Card;0;Visa
9984;43475,98696;Germany;159;0;Simplecard;0;Visa
9985;43475,98722;Germany;159;0;Simplecard;0;Visa
9986;43475,98736;Germany;159;0;UK_Card;0;Visa
9987;43475,98745;Germany;159;0;UK_Card;0;Visa
9988;43475,98865;Austria;316;0;UK_Card;0;Visa
9989;43475,99082;Austria;37;0;UK_Card;0;Master
9990;43475,99106;Austria;37;0;Simplecard;0;Master
9991;43475,99148;Austria;37;0;UK_Card;0;Master
9992;43475,99442;Austria;301;0;UK_Card;0;Master
9993;43475,99453;Austria;301;0;UK_Card;0;Master
9994;43475,9959;Germany;43;0;UK_Card;1;Master
9995;43475,99624;Germany;43;0;UK_Card;1;Master
9996;43475,99753;Germany;372;0;UK_Card;0;Master
9997;43475,99826;Switzerland;101;0;UK_Card;0;Master
9998;43475,99866;Switzerland;101;0;UK_Card;0;Master
9999;43475,99954;Germany;47;0;Moneycard;0;Visa
10000;43476,00134;Switzerland;302;0;Moneycard;0;Diners
10001;43476,00175;Switzerland;302;0;UK_Card;0;Diners
10002;43476,0028;Germany;319;1;UK_Card;0;Diners
10003;43476,00485;Germany;142;0;UK_Card;0;Diners
10004;43476,00498;Germany;142;0;Moneycard;0;Diners
10005;43476,00552;Germany;142;0;UK_Card;0;Diners
10006;43476,00628;Austria;263;0;Moneycard;0;Master
10007;43476,00741;Germany;147;0;Moneycard;1;Visa
10008;43476,00858;Switzerland;148;0;UK_Card;0;Visa
10009;43476,00875;Switzerland;148;0;UK_Card;0;Visa
10010;43476,00881;Switzerland;148;0;Simplecard;0;Visa
10011;43476,0089;Switzerland;148;0;UK_Card;0;Visa
10012;43476,00943;Switzerland;148;0;Simplecard;0;Visa
10013;43476,00962;Switzerland;148;0;UK_Card;0;Visa
10014;43476,00999;Switzerland;148;0;UK_Card;0;Visa
10015;43476,01228;Switzerland;19;0;Simplecard;0;Master
10016;43476,01294;Switzerland;19;0;UK_Card;0;Master
10017;43476,01297;Switzerland;19;0;UK_Card;0;Master
10018;43476,0135;Switzerland;19;0;Moneycard;0;Master
10019;43476,01353;Switzerland;19;0;UK_Card;0;Master
10020;43476,01419;Switzerland;19;0;UK_Card;0;Master
10021;43476,01433;Switzerland;19;0;UK_Card;0;Master
10022;43476,01447;Switzerland;19;0;UK_Card;0;Master
10023;43476,01476;Switzerland;19;1;UK_Card;0;Master
10024;43476,01593;Austria;296;0;UK_Card;1;Master
10025;43476,01644;Austria;296;0;UK_Card;1;Master
10026;43476,01815;Austria;158;0;Simplecard;0;Visa
10027;43476,01852;Austria;158;0;UK_Card;0;Visa
10028;43476,01867;Austria;158;1;UK_Card;0;Visa
10029;43476,02101;Switzerland;454;0;UK_Card;1;Diners
10030;43476,02402;Germany;260;0;Simplecard;0;Diners
10031;43476,02544;Austria;362;0;Simplecard;1;Master
10032;43476,0267;Germany;126;0;Simplecard;0;Master
10033;43476,02685;Germany;126;0;Simplecard;0;Master
10034;43476,02692;Germany;126;0;UK_Card;0;Master
10035;43476,02706;Germany;126;1;Simplecard;0;Master
10036;43476,02779;Austria;138;0;UK_Card;0;Master
10037;43476,028;Austria;138;0;Simplecard;0;Master
10038;43476,02811;Austria;138;0;UK_Card;0;Master
10039;43476,03037;Germany;200;1;UK_Card;0;Visa
10040;43476,03367;Switzerland;139;0;Simplecard;0;Master
10041;43476,03453;Germany;213;0;UK_Card;1;Master
10042;43476,03513;Germany;213;0;Simplecard;1;Master
10043;43476,03606;Austria;149;0;UK_Card;0;Diners
10044;43476,03646;Austria;149;0;Moneycard;0;Diners
10045;43476,03711;Austria;149;1;Moneycard;0;Diners
10046;43476,0381;Germany;140;0;UK_Card;0;Master
10047;43476,0388;Germany;140;0;UK_Card;0;Master
10048;43476,03935;Germany;140;0;Moneycard;0;Master
10049;43476,04103;Austria;295;0;UK_Card;0;Master
10050;43476,04113;Austria;295;0;UK_Card;0;Master
10051;43476,0444;Austria;98;0;UK_Card;0;Master
10052;43476,04503;Austria;98;0;UK_Card;0;Master
10053;43476,04547;Austria;98;1;UK_Card;0;Master
10054;43476,04648;Germany;175;0;UK_Card;1;Master
10055;43476,04752;Germany;184;0;Moneycard;0;Master
10056;43476,0478;Germany;184;1;Moneycard;0;Master
10057;43476,04873;Germany;62;1;Moneycard;1;Master
10058;43476,04961;Germany;288;0;Simplecard;1;Master
10059;43476,05036;Austria;178;0;UK_Card;0;Master
10060;43476,05086;Austria;178;0;Simplecard;0;Master
10061;43476,05086;Austria;178;1;UK_Card;0;Master
10062;43476,05267;Switzerland;170;0;Simplecard;0;Diners
10063;43476,0534;Austria;223;1;Goldcard;0;Visa
10064;43476,05425;Switzerland;153;1;Goldcard;0;Master
10065;43476,05944;Germany;478;0;UK_Card;0;Diners
10066;43476,05956;Germany;478;0;Moneycard;0;Diners
10067;43476,05991;Germany;478;0;UK_Card;0;Diners
10068;43476,06167;Germany;320;0;UK_Card;0;Master
10069;43476,0622;Germany;320;1;Moneycard;0;Master
10070;43476,06314;Switzerland;220;1;Goldcard;0;Visa
10071;43476,06399;Austria;44;1;UK_Card;1;Master
10072;43476,06645;Germany;234;0;Simplecard;0;Master
10073;43476,06788;Germany;222;0;UK_Card;0;Master
10074;43476,06804;Germany;222;1;UK_Card;0;Master
10075;43476,06881;Switzerland;102;1;Simplecard;0;Visa
10076;43476,07188;Switzerland;166;0;UK_Card;0;Diners
10077;43476,07355;Austria;152;1;UK_Card;0;Master
10078;43476,07432;Switzerland;229;0;Simplecard;0;Master
10079;43476,07506;Switzerland;58;0;UK_Card;0;Master
10080;43476,07641;Germany;320;0;UK_Card;0;Master
10081;43476,07926;Germany;289;0;Simplecard;0;Master
10082;43476,07951;Germany;289;0;UK_Card;0;Master
10083;43476,07957;Germany;289;0;UK_Card;0;Master
10084;43476,08142;Austria;86;0;Simplecard;1;Master
10085;43476,08293;Germany;50;0;UK_Card;0;Master
10086;43476,08417;Germany;100;0;Simplecard;0;Master
10087;43476,08441;Germany;100;0;UK_Card;0;Master
10088;43476,08685;Austria;42;0;UK_Card;1;Master
10089;43476,08701;Austria;42;1;UK_Card;1;Master
10090;43476,08859;Germany;134;0;Simplecard;0;Master
10091;43476,08995;Germany;118;1;UK_Card;0;Master
10092;43476,09094;Switzerland;385;1;UK_Card;1;Master
10093;43476,0934;Germany;112;0;UK_Card;0;Master
10094;43476,09351;Germany;112;0;Simplecard;0;Master
10095;43476,0959;Germany;259;0;UK_Card;0;Diners
10096;43476,09591;Germany;259;0;UK_Card;0;Diners
10097;43476,09693;Switzerland;272;0;Simplecard;0;Diners
10098;43476,09799;Germany;289;0;Moneycard;0;Master
10099;43476,09853;Germany;289;0;UK_Card;0;Master
10100;43476,09878;Germany;289;0;UK_Card;0;Master
10101;43476,09935;Germany;289;0;Simplecard;0;Master
10102;43476,10119;Germany;44;0;Goldcard;0;Diners
10103;43476,10253;Austria;175;0;Moneycard;0;Master
10104;43476,10591;Switzerland;221;0;Simplecard;0;Master
10105;43476,10694;Austria;180;0;Simplecard;0;Visa
10106;43476,10751;Austria;180;0;Moneycard;0;Visa
10107;43476,1083;Germany;170;1;UK_Card;1;Visa
10108;43476,11188;Switzerland;50;0;UK_Card;1;Diners
10109;43476,11704;Austria;243;0;UK_Card;0;Master
10110;43476,11811;Germany;16;1;UK_Card;1;Master
10111;43476,12076;Switzerland;27;0;Simplecard;0;Master
10112;43476,12156;Austria;161;1;Simplecard;0;Visa
10113;43476,12494;Germany;208;0;Moneycard;0;Master
10114;43476,12663;Austria;138;0;UK_Card;0;Master
10115;43476,12686;Austria;138;0;UK_Card;0;Master
10116;43476,12716;Austria;138;0;Simplecard;0;Master
10117;43476,12884;Switzerland;50;0;Simplecard;0;Visa
10118;43476,12936;Switzerland;50;0;UK_Card;0;Visa
10119;43476,1294;Switzerland;50;1;UK_Card;0;Visa
10120;43476,13109;Germany;310;0;UK_Card;1;Visa
10121;43476,13125;Germany;310;0;UK_Card;1;Visa
10122;43476,13199;Germany;318;0;UK_Card;1;Diners
10123;43476,13209;Germany;318;0;UK_Card;1;Diners
10124;43476,13361;Germany;160;1;UK_Card;0;Master
10125;43476,13432;Germany;108;1;UK_Card;1;Visa
10126;43476,13586;Austria;279;0;Simplecard;0;Diners
10127;43476,1378;Germany;137;0;UK_Card;0;Diners
10128;43476,1388;Germany;111;0;UK_Card;1;Master
10129;43476,13892;Germany;111;0;UK_Card;1;Master
10130;43476,13905;Germany;111;1;UK_Card;1;Master
10131;43476,1399;Germany;287;1;UK_Card;1;Master
10132;43476,14119;Austria;235;1;Moneycard;0;Master
10133;43476,14191;Switzerland;193;0;UK_Card;0;Master
10134;43476,14213;Switzerland;193;1;UK_Card;0;Master
10135;43476,14366;Germany;350;0;UK_Card;0;Master
10136;43476,14412;Germany;350;0;Moneycard;0;Master
10137;43476,14414;Germany;350;0;UK_Card;0;Master
10138;43476,14696;Germany;97;0;Simplecard;0;Visa
10139;43476,14844;Germany;234;0;Moneycard;0;Diners
10140;43476,14852;Germany;234;0;UK_Card;0;Diners
10141;43476,14988;Germany;183;0;UK_Card;0;Master
10142;43476,15219;Germany;161;0;UK_Card;0;Master
10143;43476,15278;Germany;161;0;Simplecard;0;Master
10144;43476,15421;Switzerland;194;0;UK_Card;0;Visa
10145;43476,1544;Switzerland;194;0;UK_Card;0;Visa
10146;43476,15604;Germany;158;0;UK_Card;0;Diners
10147;43476,15822;Austria;59;0;UK_Card;0;Master
10148;43476,15868;Austria;59;0;Simplecard;0;Master
10149;43476,16;Germany;305;0;UK_Card;1;Master
10150;43476,1602;Germany;305;0;UK_Card;1;Master
10151;43476,16142;Germany;294;1;UK_Card;1;Master
10152;43476,16251;Germany;247;1;Goldcard;0;Diners
10153;43476,16622;Germany;147;0;UK_Card;0;Master
10154;43476,16649;Germany;147;0;Moneycard;0;Master
10155;43476,16897;Austria;51;0;Simplecard;0;Master
10156;43476,16897;Austria;51;0;UK_Card;0;Master
10157;43476,17013;Switzerland;179;0;Simplecard;0;Master
10158;43476,17024;Switzerland;179;0;Moneycard;0;Master
10159;43476,17038;Switzerland;179;0;UK_Card;0;Master
10160;43476,17076;Switzerland;179;0;UK_Card;0;Master
10161;43476,17116;Switzerland;179;0;UK_Card;0;Master
10162;43476,17142;Switzerland;179;1;Goldcard;0;Master
10163;43476,17289;Austria;198;1;UK_Card;0;Diners
10164;43476,1744;Austria;184;1;UK_Card;0;Master
10165;43476,17638;Germany;251;0;UK_Card;0;Master
10166;43476,17661;Germany;251;0;UK_Card;0;Master
10167;43476,18021;Germany;173;1;Moneycard;0;Master
10168;43476,1814;Germany;316;0;UK_Card;0;Visa
10169;43476,18196;Germany;316;0;UK_Card;0;Visa
10170;43476,18255;Germany;316;0;UK_Card;0;Visa
10171;43476,18263;Germany;316;0;UK_Card;0;Visa
10172;43476,18605;Germany;338;0;Moneycard;1;Diners
10173;43476,18619;Germany;338;0;UK_Card;1;Diners
10174;43476,1863;Germany;338;0;Simplecard;1;Diners
10175;43476,18645;Germany;338;0;UK_Card;1;Diners
10176;43476,18846;Germany;218;0;UK_Card;1;Master
10177;43476,18894;Germany;218;0;Goldcard;1;Master
10178;43476,18935;Germany;218;0;Moneycard;1;Master
10179;43476,18963;Germany;218;0;Moneycard;1;Master
10180;43476,19006;Germany;218;0;UK_Card;1;Master
10181;43476,19047;Germany;218;0;UK_Card;1;Master
10182;43476,19125;Switzerland;175;0;Moneycard;1;Master
10183;43476,1915;Switzerland;175;0;Moneycard;1;Master
10184;43476,19372;Germany;164;0;Goldcard;1;Visa
10185;43476,19435;Germany;164;0;UK_Card;1;Visa
10186;43476,1952;Austria;42;0;UK_Card;0;Diners
10187;43476,1958;Austria;42;0;Simplecard;0;Diners
10188;43476,19663;Germany;235;0;UK_Card;1;Master
10189;43476,19707;Germany;235;0;Moneycard;1;Master
10190;43476,1984;Germany;246;0;Moneycard;0;Visa
10191;43476,19841;Germany;246;0;UK_Card;0;Visa
10192;43476,20014;Switzerland;184;0;UK_Card;0;Diners
10193;43476,20046;Switzerland;184;0;UK_Card;0;Diners
10194;43476,20086;Switzerland;184;0;UK_Card;0;Diners
10195;43476,20279;Switzerland;230;0;UK_Card;0;Visa
10196;43476,20361;Switzerland;106;0;UK_Card;0;Master
10197;43476,20398;Switzerland;106;0;UK_Card;0;Master
10198;43476,20478;Germany;443;0;Simplecard;0;Master
10199;43476,20784;Switzerland;225;0;UK_Card;0;Diners
10200;43476,21043;Germany;199;0;Simplecard;0;Master
10201;43476,21161;Germany;199;0;Simplecard;0;Visa
10202;43476,21197;Germany;199;0;UK_Card;0;Visa
10203;43476,21306;Austria;33;0;Simplecard;0;Visa
10204;43476,21352;Austria;33;0;UK_Card;0;Visa
10205;43476,2142;Austria;33;0;Moneycard;0;Visa
10206;43476,21461;Austria;33;0;UK_Card;0;Visa
10207;43476,21478;Austria;33;0;UK_Card;0;Visa
10208;43476,21552;Germany;236;0;Moneycard;0;Master
10209;43476,21709;Germany;211;0;Simplecard;1;Visa
10210;43476,21779;Germany;211;0;Moneycard;1;Visa
10211;43476,22297;Switzerland;157;0;UK_Card;0;Master
10212;43476,22308;Switzerland;157;0;Moneycard;0;Master
10213;43476,22382;Austria;31;0;Simplecard;0;Diners
10214;43476,22545;Germany;248;0;UK_Card;0;Master
10215;43476,2261;Germany;248;0;Moneycard;0;Master
10216;43476,22906;Germany;175;0;Simplecard;0;Master
10217;43476,2295;Germany;175;0;Moneycard;0;Master
10218;43476,2309;Switzerland;234;0;Moneycard;0;Master
10219;43476,23113;Switzerland;234;0;UK_Card;0;Master
10220;43476,23168;Switzerland;234;0;UK_Card;0;Master
10221;43476,23182;Switzerland;234;0;Moneycard;0;Master
10222;43476,23198;Switzerland;234;0;UK_Card;0;Master
10223;43476,23421;Austria;168;1;UK_Card;0;Master
10224;43476,23582;Austria;306;0;UK_Card;0;Visa
10225;43476,23719;Germany;132;1;Goldcard;1;Visa
10226;43476,23882;Germany;282;1;Goldcard;0;Master
10227;43476,24042;Germany;196;1;UK_Card;0;Master
10228;43476,24119;Switzerland;200;0;UK_Card;1;Diners
10229;43476,24142;Switzerland;200;0;Goldcard;1;Diners
10230;43476,24275;Germany;123;0;UK_Card;0;Visa
10231;43476,24323;Germany;123;0;UK_Card;0;Visa
10232;43476,24444;Germany;86;0;Moneycard;0;Diners
10233;43476,24569;Switzerland;278;0;UK_Card;1;Diners
10234;43476,24597;Switzerland;278;0;Simplecard;1;Diners
10235;43476,24684;Germany;207;0;Simplecard;1;Master
10236;43476,24786;Austria;186;0;Goldcard;1;Visa
10237;43476,25069;Germany;137;0;Moneycard;0;Master
10238;43476,25204;Switzerland;348;0;UK_Card;0;Visa
10239;43476,25365;Austria;374;1;Goldcard;0;Diners
10240;43476,25778;Austria;133;0;Moneycard;0;Visa
10241;43476,25929;Germany;341;0;Simplecard;1;Diners
10242;43476,25994;Germany;341;0;UK_Card;1;Diners
10243;43476,26063;Germany;341;0;Goldcard;1;Diners
10244;43476,26067;Germany;341;0;UK_Card;1;Diners
10245;43476,26098;Germany;341;0;UK_Card;1;Diners
10246;43476,26145;Germany;341;0;UK_Card;1;Diners
10247;43476,26325;Austria;340;0;UK_Card;0;Visa
10248;43476,26326;Austria;340;0;UK_Card;0;Visa
10249;43476,26352;Austria;340;0;Goldcard;0;Visa
10250;43476,26374;Austria;340;0;UK_Card;0;Visa
10251;43476,26458;Germany;135;0;UK_Card;0;Master
10252;43476,2653;Switzerland;151;0;Simplecard;0;Master
10253;43476,26575;Switzerland;151;0;UK_Card;0;Master
10254;43476,26578;Switzerland;151;0;UK_Card;0;Master
10255;43476,26655;Germany;229;0;Simplecard;0;Master
10256;43476,26988;Switzerland;161;0;Simplecard;0;Diners
10257;43476,27123;Germany;293;0;Simplecard;1;Diners
10258;43476,27144;Germany;293;0;Simplecard;1;Diners
10259;43476,27152;Germany;293;0;UK_Card;1;Diners
10260;43476,2737;Germany;371;0;UK_Card;0;Diners
10261;43476,2744;Germany;371;0;UK_Card;0;Diners
10262;43476,27508;Germany;371;0;UK_Card;0;Diners
10263;43476,27779;Germany;134;0;UK_Card;0;Visa
10264;43476,27919;Austria;288;0;UK_Card;0;Master
10265;43476,27924;Austria;288;1;Moneycard;0;Master
10266;43476,2827;Austria;261;0;UK_Card;0;Diners
10267;43476,28363;Switzerland;265;0;Goldcard;1;Master
10268;43476,28428;Switzerland;265;0;Simplecard;1;Master
10269;43476,28473;Switzerland;265;0;UK_Card;1;Master
10270;43476,2855;Austria;263;0;UK_Card;0;Master
10271;43476,28581;Austria;263;0;Simplecard;0;Master
10272;43476,28772;Germany;184;0;UK_Card;0;Master
10273;43476,28802;Germany;184;0;Simplecard;0;Master
10274;43476,28806;Germany;184;0;Moneycard;0;Master
10275;43476,29145;Germany;421;0;UK_Card;0;Visa
10276;43476,2931;Austria;165;0;Goldcard;1;Master
10277;43476,29348;Austria;165;1;UK_Card;1;Master
10278;43476,29711;Austria;256;0;Moneycard;0;Master
10279;43476,29769;Austria;256;0;Simplecard;0;Master
10280;43476,29803;Austria;256;0;UK_Card;0;Master
10281;43476,30069;Germany;198;1;Simplecard;1;Master
10282;43476,30155;Germany;337;0;Simplecard;0;Master
10283;43476,30159;Germany;337;0;UK_Card;0;Master
10284;43476,30282;Germany;227;0;Moneycard;1;Master
10285;43476,30639;Germany;209;1;Simplecard;0;Visa
10286;43476,30715;Germany;25;1;Simplecard;1;Visa
10287;43476,30836;Germany;454;0;Simplecard;0;Visa
10288;43476,30884;Germany;454;1;UK_Card;0;Visa
10289;43476,30985;Germany;151;1;UK_Card;0;Master
10290;43476,31207;Switzerland;320;0;UK_Card;0;Diners
10291;43476,31273;Switzerland;320;0;Simplecard;0;Diners
10292;43476,31341;Switzerland;320;0;UK_Card;0;Diners
10293;43476,31448;Germany;106;0;Moneycard;1;Visa
10294;43476,31587;Germany;263;1;UK_Card;0;Visa
10295;43476,31667;Germany;127;0;Simplecard;0;Master
10296;43476,3186;Germany;303;0;Simplecard;0;Visa
10297;43476,31932;Germany;262;0;UK_Card;0;Master
10298;43476,3195;Germany;262;0;UK_Card;0;Master
10299;43476,32097;Germany;92;1;UK_Card;0;Master
10300;43476,32244;Germany;223;0;Simplecard;1;Visa
10301;43476,32257;Germany;223;0;Simplecard;1;Visa
10302;43476,32456;Switzerland;285;0;Moneycard;0;Master
10303;43476,32463;Switzerland;285;0;Simplecard;0;Master
10304;43476,32486;Switzerland;285;0;Moneycard;0;Master
10305;43476,32688;Austria;279;1;UK_Card;1;Master
10306;43476,32921;Austria;89;0;Simplecard;0;Master
10307;43476,33038;Austria;218;0;Simplecard;0;Master
10308;43476,33069;Austria;218;0;Simplecard;0;Master
10309;43476,33134;Austria;218;0;UK_Card;0;Master
10310;43476,33205;Germany;79;0;Goldcard;0;Visa
10311;43476,33245;Germany;79;0;UK_Card;0;Visa
10312;43476,33365;Germany;224;1;UK_Card;1;Master
10313;43476,33547;Switzerland;122;0;Simplecard;0;Master
10314;43476,33847;Germany;128;0;Moneycard;0;Diners
10315;43476,33971;Germany;402;1;UK_Card;0;Master
10316;43476,34145;Austria;274;0;UK_Card;1;Master
10317;43476,34211;Austria;274;0;UK_Card;1;Master
10318;43476,3423;Austria;274;1;UK_Card;1;Master
10319;43476,34321;Austria;105;0;Moneycard;0;Diners
10320;43476,34389;Austria;105;0;UK_Card;0;Diners
10321;43476,34407;Austria;105;1;Simplecard;0;Diners
10322;43476,34541;Austria;111;0;Moneycard;0;Master
10323;43476,34656;Germany;277;0;Moneycard;1;Diners
10324;43476,34657;Germany;277;0;UK_Card;1;Diners
10325;43476,34716;Germany;277;0;Simplecard;1;Diners
10326;43476,34727;Germany;277;1;Moneycard;1;Diners
10327;43476,34855;Austria;199;1;UK_Card;1;Master
10328;43476,35027;Austria;292;0;UK_Card;0;Master
10329;43476,35457;Germany;327;0;UK_Card;0;Diners
10330;43476,3549;Germany;327;0;UK_Card;0;Diners
10331;43476,3551;Germany;327;1;Goldcard;0;Diners
10332;43476,35612;Austria;114;0;UK_Card;0;Master
10333;43476,35616;Austria;114;0;Simplecard;0;Master
10334;43476,35851;Austria;215;0;UK_Card;0;Visa
10335;43476,35853;Austria;215;0;UK_Card;0;Visa
10336;43476,3591;Austria;215;0;UK_Card;0;Visa
10337;43476,35917;Austria;215;0;Moneycard;0;Visa
10338;43476,35966;Austria;215;0;UK_Card;0;Visa
10339;43476,3606;Germany;288;0;Simplecard;0;Master
10340;43476,36101;Germany;288;0;Moneycard;0;Master
10341;43476,36155;Germany;288;0;UK_Card;0;Master
10342;43476,36185;Germany;288;0;UK_Card;0;Master
10343;43476,36464;Germany;177;0;UK_Card;0;Visa
10344;43476,36486;Germany;177;0;Goldcard;0;Visa
10345;43476,36506;Germany;177;1;Goldcard;0;Visa
10346;43476,36666;Germany;33;0;Simplecard;0;Master
10347;43476,36875;Germany;474;0;UK_Card;0;Visa
10348;43476,36891;Germany;474;0;UK_Card;0;Visa
10349;43476,36927;Germany;474;0;UK_Card;0;Visa
10350;43476,3703;Germany;210;0;UK_Card;0;Master
10351;43476,37095;Germany;210;0;Simplecard;0;Master
10352;43476,37304;Germany;241;0;Simplecard;0;Master
10353;43476,37463;Switzerland;373;0;Simplecard;0;Master
10354;43476,3761;Germany;104;0;UK_Card;0;Master
10355;43476,3767;Germany;104;0;UK_Card;0;Master
10356;43476,37679;Germany;104;0;UK_Card;0;Master
10357;43476,37681;Germany;104;0;UK_Card;0;Master
10358;43476,37709;Germany;104;0;Simplecard;0;Master
10359;43476,37778;Germany;104;1;UK_Card;0;Master
10360;43476,38038;Germany;167;0;Simplecard;0;Master
10361;43476,38193;Germany;151;0;Simplecard;1;Diners
10362;43476,38337;Germany;298;0;Simplecard;0;Master
10363;43476,38637;Germany;298;0;Moneycard;0;Master
10364;43476,38677;Germany;298;0;Simplecard;0;Master
10365;43476,38755;Germany;179;0;Simplecard;0;Master
10366;43476,39037;Germany;292;0;UK_Card;1;Diners
10367;43476,39168;Austria;188;0;Simplecard;1;Master
10368;43476,39213;Austria;188;0;UK_Card;1;Master
10369;43476,39233;Austria;188;0;UK_Card;1;Master
10370;43476,39251;Austria;188;0;Moneycard;1;Master
10371;43476,39278;Austria;188;0;UK_Card;1;Master
10372;43476,39316;Austria;188;0;UK_Card;1;Master
10373;43476,39456;Germany;371;0;Goldcard;0;Visa
10374;43476,39704;Austria;382;0;Simplecard;0;Master
10375;43476,39791;Germany;127;0;Moneycard;0;Master
10376;43476,40008;Switzerland;348;0;Moneycard;1;Visa
10377;43476,40234;Germany;275;0;UK_Card;0;Master
10378;43476,40249;Germany;275;0;Simplecard;0;Master
10379;43476,40249;Germany;275;0;UK_Card;0;Master
10380;43476,40255;Germany;275;0;Moneycard;0;Master
10381;43476,40324;Germany;275;0;Simplecard;0;Master
10382;43476,40328;Germany;275;0;UK_Card;0;Master
10383;43476,40594;Germany;278;0;UK_Card;0;Visa
10384;43476,40646;Germany;278;0;UK_Card;0;Visa
10385;43476,40837;Germany;267;1;Simplecard;0;Diners
10386;43476,41046;Germany;254;1;Goldcard;1;Master
10387;43476,41221;Austria;215;1;Simplecard;0;Diners
10388;43476,41699;Germany;212;0;UK_Card;0;Master
10389;43476,42317;Switzerland;188;1;UK_Card;0;Visa
10390;43476,42484;Germany;176;0;UK_Card;0;Master
10391;43476,42561;Germany;180;0;Simplecard;1;Visa
10392;43476,42703;Germany;108;0;UK_Card;0;Master
10393;43476,4276;Germany;108;0;Moneycard;0;Master
10394;43476,42777;Germany;108;0;UK_Card;0;Master
10395;43476,42843;Germany;108;0;Moneycard;0;Master
10396;43476,42946;Germany;91;0;Moneycard;0;Master
10397;43476,43214;Germany;310;1;Moneycard;0;Diners
10398;43476,43286;Germany;149;0;UK_Card;0;Master
10399;43476,43307;Germany;149;1;UK_Card;0;Master
10400;43476,44125;Germany;389;0;UK_Card;1;Visa
10401;43476,44294;Switzerland;264;0;Moneycard;0;Diners
10402;43476,44314;Switzerland;264;0;UK_Card;0;Diners
10403;43476,44985;Germany;51;1;Simplecard;0;Master
10404;43476,45137;Germany;136;0;Simplecard;1;Master
10405;43476,4538;Germany;242;0;Goldcard;0;Master
10406;43476,45468;Switzerland;184;0;Moneycard;0;Master
10407;43476,45573;Germany;377;0;Simplecard;0;Visa
10408;43476,45574;Germany;377;0;Simplecard;0;Visa
10409;43476,45575;Germany;377;0;UK_Card;0;Visa
10410;43476,45618;Germany;377;0;UK_Card;0;Visa
10411;43476,4565;Germany;377;0;UK_Card;0;Visa
10412;43476,45716;Germany;377;0;Moneycard;0;Visa
10413;43476,45903;Germany;206;0;UK_Card;1;Master
10414;43476,4591;Germany;206;0;UK_Card;1;Master
10415;43476,46047;Austria;251;0;UK_Card;0;Visa
10416;43476,46244;Germany;105;0;UK_Card;0;Diners
10417;43476,46313;Germany;105;0;UK_Card;0;Diners
10418;43476,46377;Germany;105;1;UK_Card;0;Diners
10419;43476,46765;Germany;156;0;Moneycard;0;Diners
10420;43476,46858;Austria;158;0;UK_Card;0;Master
10421;43476,47093;Germany;339;0;Simplecard;1;Master
10422;43476,4711;Germany;339;0;UK_Card;1;Master
10423;43476,47122;Germany;339;1;Simplecard;1;Master
10424;43476,47229;Germany;231;0;Simplecard;1;Diners
10425;43476,47294;Germany;231;0;UK_Card;1;Diners
10426;43476,47431;Germany;226;0;UK_Card;0;Master
10427;43476,47456;Germany;226;0;Simplecard;0;Master
10428;43476,47465;Germany;226;1;Moneycard;0;Master
10429;43476,47622;Germany;162;1;Simplecard;0;Master
10430;43476,47728;Germany;214;0;UK_Card;1;Visa
10431;43476,47865;Germany;221;1;Moneycard;1;Master
10432;43476,48034;Austria;344;0;Simplecard;1;Master
10433;43476,48071;Austria;344;0;Moneycard;1;Master
10434;43476,48075;Austria;344;0;Simplecard;1;Master
10435;43476,48076;Austria;344;0;UK_Card;1;Master
10436;43476,48573;Switzerland;454;0;UK_Card;1;Diners
10437;43476,48688;Germany;22;0;Simplecard;0;Visa
10438;43476,4916;Austria;201;0;Simplecard;0;Visa
10439;43476,49194;Austria;201;0;UK_Card;0;Visa
10440;43476,4936;Switzerland;82;0;UK_Card;0;Master
10441;43476,49654;Switzerland;224;0;Moneycard;1;Master
10442;43476,49704;Switzerland;224;0;Goldcard;1;Master
10443;43476,49725;Switzerland;224;0;Moneycard;1;Master
10444;43476,50098;Germany;65;0;Simplecard;0;Master
10445;43476,50255;Germany;213;0;UK_Card;0;Diners
10446;43476,50745;Austria;272;0;UK_Card;0;Master
10447;43476,50921;Germany;218;0;Moneycard;1;Visa
10448;43476,50942;Germany;218;0;UK_Card;1;Visa
10449;43476,50951;Germany;218;0;UK_Card;1;Visa
10450;43476,5103;Germany;115;0;UK_Card;0;Visa
10451;43476,51043;Germany;115;1;UK_Card;0;Visa
10452;43476,51369;Germany;26;0;UK_Card;0;Master
10453;43476,51369;Germany;26;0;UK_Card;0;Master
10454;43476,51375;Germany;26;0;Simplecard;0;Master
10455;43476,51691;Germany;123;1;Simplecard;0;Diners
10456;43476,51926;Austria;236;0;UK_Card;0;Master
10457;43476,51953;Austria;236;0;UK_Card;0;Master
10458;43476,51956;Austria;236;0;Simplecard;0;Master
10459;43476,5201;Austria;236;0;UK_Card;0;Master
10460;43476,52059;Austria;236;0;Moneycard;0;Master
10461;43476,5217;Germany;111;0;Moneycard;1;Master
10462;43476,52186;Germany;111;0;UK_Card;1;Master
